#,Date,Location,Vehicles,Drunken persons,Fatalites,Persons,Pedestrians
384,"Jul 18, 1999 04:00 PM",Reading Road,1,-,1,1,-
385,"Jul 24, 1999 03:35 AM",I-75,1,-,1,3,1
386,"Jul 30, 1999 02:53 AM",Spring Grove Rd,1,-,1,1,-
387,"Jul 29, 1999 08:00 AM",I-74,2,-,1,4,-
388,"Jul 30, 1999 10:15 PM",Red Bank Road,2,-,1,3,-
389,"Sep 7, 1999 10:14 AM",Northwood Drive,1,-,1,2,1
390,"Sep 25, 1999 02:39 AM",Trenton Ave,1,1,1,1,-
391,"Sep 18, 1999 02:20 AM",Linn St,1,1,1,3,1
392,"Sep 25, 1999 09:22 AM",I-71,1,-,1,1,-
393,"Oct 4, 1999 04:35 PM",Ashland Ave,2,-,1,2,-
394,"Dec 15, 1999 02:42 PM",Colberain Av,1,-,1,2,1
395,"Dec 6, 1999 08:50 AM",W-6th St,1,-,1,1,-
396,"Dec 31, 1999 11:23 AM",River Road,1,-,1,2,-
397,"Jan 8, 1998 01:57 PM",Hutchins Place,1,-,1,2,1
398,"Mar 6, 1998 03:52 PM",River Road,1,-,1,2,1
399,"Apr 5, 1998 04:00 AM",Glenview Ave,1,1,1,1,-
400,"Apr 22, 1998 03:30 PM",Epworth Ave,1,-,2,2,-
401,"May 11, 1998 00:30 AM",I-75,1,-,1,3,-
402,"Jun 18, 1998 09:50 PM",W Mcmicken Ave,1,1,1,1,-
403,"Aug 30, 1998 03:12 AM",William-Howard-Tafro,1,1,1,1,-
404,"Mar 18, 1998 10:45 PM",I-75,1,1,1,1,-
405,"Aug 23, 1998 03:23 PM",Kennedy Ave,2,-,1,5,-
406,"Mar 14, 1998 00:01 AM",I-75,1,1,1,3,-
407,"Aug 31, 1998 02:00 PM",Central Parkway,1,-,1,2,1
408,"Oct 20, 1998 09:10 AM",Queen City Ave,1,-,1,2,-
409,"Sep 23, 1998 00:02 AM",Edwards Ro,2,-,1,2,-
410,"Nov 3, 1998 02:47 PM",Lincoln Ave,1,-,1,5,1
411,"May 30, 1998 09:55 AM",Kenwood Ro,1,-,1,2,1
412,"Nov 25, 1998 11:25 PM",E 4th St,1,1,1,2,1
413,"Dec 7, 1998 04:10 PM",Hamilton Ave,2,-,1,5,-
414,"Mar 10, 1998 10:45 AM",Boudinot Av,2,-,1,3,-
415,"Jan 5, 1997 01:40 AM",W Pete Ros,1,-,1,2,1
416,"Jan 14, 1997 08:00 AM",Este Ave,2,-,3,5,-
417,"Feb 3, 1997 09:05 PM",Winton Ro,2,1,1,3,-
418,"Jan 2, 1997 04:28 AM",W/Fork Ro,1,1,1,2,-
419,"Feb 2, 1997 11:50 PM",Red/Bank,2,-,1,2,-
420,"Feb 14, 1997 11:44 AM",Beekman St,1,-,1,2,-
421,"May 25, 1997 08:00 AM",Columbiapa,2,-,1,2,-
422,"Jun 28, 1997 11:00 PM",Mitchellav,1,1,1,1,-
423,"Jun 15, 1997 07:29 PM",Central,2,-,1,4,-
424,"May 10, 1997 05:43 PM",Beechmonav,2,-,1,2,-
425,"Jun 18, 1997 04:52 PM",I75,1,-,1,2,1
426,"May 22, 1997 04:00 PM",Gilbert Av,1,-,1,2,1
427,"Aug 27, 1997 01:09 AM",Butler St,1,1,2,2,-
428,"Nov 15, 1997 06:15 PM",Beechmont,2,-,1,2,-
429,"Nov 10, 1997 09:06 PM",Winneste,2,-,1,3,1
430,"May 5, 1997 08:37 AM",Brothertro,2,-,1,2,-
431,"Jul 11, 1997 11:42 PM",Auburn Av,1,-,1,4,1
432,"Jul 23, 1997 00:20 AM",Columbiapa,1,1,1,5,-
433,"Aug 5, 1997 09:40 AM",W/North Ro,4,-,1,4,-
434,"Jul 3, 1997 09:35 AM",Queen C Av,2,-,1,3,-
435,"Jul 22, 1997 03:09 PM",W 12th St,1,1,1,4,3
436,"Jul 26, 1997 02:54 AM",Beekman St,1,1,1,1,-
437,"Dec 9, 1997 09:27 PM",E Peterose,1,1,1,1,-
438,"Oct 30, 1997 07:20 AM",Queen Ciav,2,-,1,2,-
439,"Oct 19, 1997 11:34 PM",6th St,1,-,1,1,-
440,"Feb 3, 1996 06:35 PM",Colerainav,1,1,1,4,1
441,"Mar 29, 1996 05:08 PM",Mitchellav,1,-,1,2,1
442,"Feb 4, 1996 01:08 PM",William Ho,1,-,1,3,1
443,"Apr 7, 1996 11:06 PM",I75,1,1,1,1,-
444,"Apr 20, 1996 11:25 PM",I74,1,-,1,1,-
445,"Feb 12, 1996 09:27 AM",Camargo Ro,1,-,1,1,-
446,"Mar 15, 1996 11:38 AM",Eileen Dr,2,-,1,3,-
447,"May 21, 1996 02:30 AM",Central Pa,1,1,1,1,-
448,"May 18, 1996 10:20 AM",Victory Pa,1,-,1,1,-
449,"Jul 5, 1996 01:15 PM",Eastern Av,1,1,1,1,-
450,"Jul 15, 1996 02:22 AM",Reading Ro,1,-,1,1,-
451,"Sep 15, 1996 01:43 AM",I71,1,1,1,1,-
452,"Sep 6, 1996 01:58 AM",Queen City,1,1,1,2,-
453,"Aug 31, 1996 05:07 PM",Glenway Av,3,-,1,9,-
454,"Oct 2, 1996 10:55 AM",Lester Ro,1,-,1,1,-
455,"Oct 8, 1996 06:13 AM",Boudinot,1,-,1,2,1
456,"Oct 13, 1996 12:55 AM",Ambrose Av,1,-,1,1,-
457,"Nov 15, 1996 04:38 PM",Reading Ro,1,-,1,2,1
458,"Jul 29, 1996 02:40 PM",Eastern Av,2,-,1,2,-
459,"Apr 19, 1995 08:00 AM",Victory Pa,3,-,1,6,-
460,"May 2, 1995 07:00 PM",Westwood,1,-,1,5,2
461,"May 12, 1995 05:50 AM",Columbia,1,-,1,1,-
462,"Jun 8, 1995 04:25 AM",I 71,2,-,1,2,-
463,"Jun 1, 1995 10:03 AM",Este Ave,2,-,1,3,-
464,"Jan 19, 1995 05:00 AM",Hillsideav,1,-,2,4,-
465,"Feb 13, 1995 07:20 PM",I75,1,-,1,2,1
466,"Jun 10, 1995 00:35 AM",Delta Ave,1,-,1,1,-
467,"Jun 18, 1995 01:55 AM",Suspension,1,-,1,1,-
468,"Jun 22, 1995 09:25 PM",W Mcmicken,1,-,1,2,1
469,"May 27, 1995 06:45 PM",Thill St,1,-,1,4,-
470,"Jun 8, 1995 01:05 PM",I71,1,-,1,1,-
471,"Mar 31, 1995 04:30 PM",River Ro,2,-,1,6,-
472,"Apr 12, 1995 02:20 AM",I 75,1,1,1,2,-
473,"Mar 30, 1995 05:40 AM",River Road,2,-,1,2,-
474,"Jun 14, 1995 06:05 PM",W Court St,1,-,1,1,-
475,"Jun 30, 1995 05:10 PM",Wooster Ro,3,-,1,3,-
476,"Jul 14, 1995 10:45 PM",Rockdaleav,1,-,1,4,1
477,"Aug 11, 1995 02:01 PM",Delta Av,1,-,1,2,1
478,"Aug 22, 1995 01:25 PM",Queen City,1,-,1,1,-
479,"Sep 2, 1995 04:20 PM",Glenway Av,1,-,1,2,1
480,"Sep 8, 1995 11:30 AM",Auburn Av,3,-,1,11,-
481,"Sep 4, 1995 00:28 AM",Spring Gav,1,1,1,1,-
482,"Sep 24, 1995 02:35 AM",I71,1,1,1,2,-
483,"Nov 12, 1995 01:55 AM",Vine St,2,1,1,3,-
484,"Nov 20, 1995 01:05 AM",W H Taftro,2,-,1,4,-
485,"Nov 25, 1995 02:55 AM",Forest Av,1,1,1,1,-
486,"Dec 8, 1995 07:05 AM",Reading Ro,1,-,1,2,1
487,"Apr 21, 1994 06:42 AM",Eastern Av,2,1,1,2,-
488,"Jan 2, 1994 01:10 AM",Springgrov,1,-,1,1,-
489,"Jan 18, 1994 03:12 PM",Reading Rd,2,-,1,3,-
490,"Apr 26, 1994 09:10 AM",Ir75,2,-,1,3,1
491,"Feb 19, 1994 11:55 PM",Sutton Av,1,1,1,1,-
492,"Feb 20, 1994 11:55 PM",I 75,2,-,1,8,-
493,"May 2, 1994 04:30 PM",Ir471,2,-,1,2,-
494,"Mar 28, 1994 02:00 PM",I 41,1,-,1,1,-
495,"May 30, 1994 11:20 PM",Reading,1,-,1,2,1
496,"Jun 25, 1994 10:30 PM",Sutter Av,1,-,1,2,1
497,"Jun 2, 1994 05:30 PM",Ir75,1,1,1,2,-
498,"Jun 15, 1994 00:50 AM",Rosslyn Dr,1,1,1,3,-
499,"Aug 6, 1994 03:45 AM",Kelloggave,1,-,2,2,-
500,"Sep 5, 1994 04:28 AM",Ir 75,2,-,2,3,-
501,"Jun 11, 1994 07:30 PM",Gracelanav,2,1,1,2,-
502,"Jun 16, 1994 00:38 AM",Beekman St,1,1,1,1,-
503,"Jun 18, 1994 04:02 PM",Harrisonav,1,1,2,2,-
504,"Sep 29, 1994 11:20 PM",River Road,2,-,1,4,-
505,"Oct 17, 1994 01:00 PM",Beechmont,1,-,1,2,1
506,"Nov 5, 1994 05:55 PM",River Ro,2,-,1,6,-
507,"Aug 27, 1994 07:10 PM",Elberon Av,1,-,1,3,-
508,"Oct 16, 1994 01:12 AM",I 74,2,-,1,6,-
509,"Nov 15, 1994 06:20 PM",Colerainav,1,-,1,2,1
510,"Dec 21, 1994 06:15 PM",Hamiltonav,1,-,1,2,1
511,"Dec 27, 1994 02:00 AM",Fredoniaav,1,1,1,1,-
512,"Dec 28, 1994 07:05 AM",Kellogg Av,2,-,1,2,-
513,"Dec 31, 1994 06:45 AM",Queen Ciav,2,-,1,2,-
514,"Dec 27, 1994 02:10 PM",River Rd,2,-,1,5,-
515,"Jan 3, 1993 01:45 AM",I74,1,1,1,1,-
516,"Jan 18, 1993 01:05 AM",Wmhtaftrd,1,1,1,2,-
517,"Feb 8, 1993 07:02 PM",Glenwayav,1,-,1,2,1
518,"Apr 2, 1993 12:40 AM",Stantonave,2,-,1,4,-
519,"Mar 31, 1993 11:10 AM",Queencity,2,-,1,3,-
520,"Mar 14, 1993 10:39 AM",Erie St,3,-,1,4,-
521,"Apr 24, 1993 01:16 AM",Carll St,1,1,2,5,-
522,"May 16, 1993 10:40 AM",Walnut St,3,-,1,6,-
523,"May 28, 1993 05:31 PM",Wardell Av,2,-,1,3,-
524,"Jun 19, 1993 07:55 PM",I471,1,-,1,1,-
525,"Jul 13, 1993 01:35 AM",Centtral,1,1,1,2,-
526,"Jul 22, 1993 12:00 AM",Jefferson,2,-,1,3,-
527,"Aug 11, 1993 10:45 PM",Mehring,1,-,1,1,-
528,"Sep 9, 1993 09:25 PM",I75,1,-,1,2,1
529,"Aug 1, 1993 03:08 AM",Chaseav,4,1,1,7,-
530,"Oct 22, 1993 02:25 PM",I74,2,-,1,2,-
531,"Oct 25, 1993 09:09 PM",I75,2,-,1,3,1
532,"Oct 17, 1993 08:39 PM",Montanaave,1,-,1,4,1
533,"Nov 3, 1993 06:55 PM",Vinestreet,1,-,1,5,-
534,"Nov 28, 1993 09:43 AM",Montgomery,1,-,1,2,-
535,"Dec 8, 1993 09:28 AM",Glenwayave,1,-,1,3,2
536,"Dec 12, 1993 09:20 AM",Riverroad,1,-,1,1,-
537,"Dec 3, 1993 05:34 PM",Hamiltonav,1,-,1,2,1
538,"Dec 30, 1993 07:45 PM",Daltonst,1,-,1,2,1
539,"Jan 1, 1992 08:20 AM",Montgomery,1,-,1,3,-
540,"Feb 26, 1992 01:08 PM",Gracelydr,2,-,1,3,-
541,"Feb 25, 1992 11:30 PM",Rapidrun,1,-,1,1,-
542,"Feb 10, 1992 04:23 PM",Hamiltonav,2,-,1,4,-
543,"Apr 2, 1992 09:35 PM",Fergusonrd,1,-,1,2,-
544,"Feb 7, 1992 06:55 PM",Madisonrd,1,-,1,2,1
545,"Feb 8, 1992 03:35 AM",Cumminsst,1,-,1,3,-
546,"Mar 5, 1992 03:39 PM",Montanaave,4,1,1,6,-
547,"Mar 16, 1992 07:10 AM",Winnesteav,1,-,1,3,-
548,"Mar 19, 1992 11:13 PM",Riverroad,2,-,1,4,-
549,"Apr 12, 1992 00:40 AM",Centerhill,1,-,1,1,-
550,"May 7, 1992 11:25 PM",I75,1,-,1,2,1
551,"May 3, 1992 04:59 PM",Westwood,1,-,1,1,-
552,"Jun 1, 1992 04:57 PM",Grayrd,1,-,1,1,-
553,"Feb 18, 1992 07:24 PM",Ludlowav,1,-,1,2,1
554,"Jul 12, 1992 11:09 PM",Hamiltonav,1,-,1,2,1
555,"Jul 14, 1992 11:30 PM",Glenwayave,2,1,1,4,-
556,"Aug 15, 1992 02:00 AM",Riverroad,2,-,3,4,-
557,"Jun 28, 1992 02:09 PM",Colerainav,1,-,1,2,1
558,"Sep 8, 1992 06:05 AM",I71,1,-,1,1,-
559,"Sep 6, 1992 02:35 AM",Warsawav,1,-,1,4,3
560,"Jul 2, 1992 05:40 AM",I75,1,-,1,2,1
561,"Sep 2, 1992 10:30 AM",Beechmont,1,-,1,1,-
562,"Oct 9, 1992 00:30 AM",I75,1,-,1,2,1
563,"Oct 20, 1992 09:00 PM",Columbiapa,1,-,1,1,-
564,"Nov 19, 1992 11:35 PM",Kirbyrd,1,-,1,1,-
565,"Nov 21, 1992 03:05 AM",Riverroad,2,-,1,3,-
566,"Oct 29, 1992 01:25 AM",Queencity,1,1,1,2,-
567,"Dec 25, 1992 01:25 AM",Emcmillan,1,-,1,2,1
568,"Mar 13, 1991 11:23 PM",Readingrd,1,1,1,2,1
569,"Feb 23, 1991 11:25 AM",I75,1,-,1,1,-
570,"Apr 29, 1991 10:12 AM",Colerainav,2,-,1,2,-
571,"May 20, 1991 06:20 AM",Overlookav,1,-,1,1,-
572,"May 27, 1991 06:14 PM",I71,1,-,1,2,1
573,"Jul 9, 1991 07:00 PM",Emitchell,1,-,1,4,-
574,"May 24, 1991 09:05 AM",264,1,-,1,2,1
575,"Jul 12, 1991 05:30 PM",I71,2,-,1,6,-
576,"Jul 14, 1991 03:20 AM",I75,1,-,2,2,-
577,"Jun 3, 1991 10:08 AM",Lafayette,1,-,1,1,-
578,"Jul 19, 1991 03:03 PM",Vinestreet,2,-,1,5,-
579,"Jul 10, 1991 08:20 AM",Wintonrd,2,-,1,6,-
580,"Jul 28, 1991 10:45 PM",Ncrescent,1,-,1,2,-
581,"Jul 23, 1991 01:27 AM",Langdonfar,1,-,2,3,-
582,"Aug 1, 1991 03:06 PM",Langdonfar,1,-,2,2,-
583,"Aug 21, 1991 11:22 AM",I75,2,-,1,4,1
584,"Aug 21, 1991 10:45 AM",Beechmont,1,-,1,2,1
585,"Aug 31, 1991 10:20 PM",I75,1,-,1,5,1
586,"Sep 13, 1991 03:05 AM",I75,1,-,1,2,1
587,"Aug 29, 1991 08:33 PM",Sedamst,1,-,1,2,1
588,"Aug 30, 1991 04:35 PM",Walnutst,1,-,1,2,1
589,"Sep 21, 1991 04:40 AM",Grandave,1,-,1,1,-
590,"Sep 29, 1991 09:06 PM",Hamiltonav,1,-,1,2,1
591,"Jan 24, 1990 05:55 AM",I71,2,-,1,2,-
592,"Feb 8, 1990 02:05 PM",Cumminsstr,1,-,1,3,-
593,"Mar 3, 1990 02:15 AM",Easternave,1,1,1,2,-
594,"Feb 14, 1990 12:25 AM",Madisonrd,1,-,1,2,-
595,"Feb 9, 1990 10:10 PM",Harveyave,1,-,1,2,-
596,"Mar 29, 1990 07:54 AM",Wunderaven,2,-,1,4,-
597,"Apr 16, 1990 10:44 PM",Fortwashin,2,-,1,3,-
598,"Apr 20, 1990 06:40 AM",Madisonave,2,-,1,2,-
599,"Jul 6, 1990 08:25 AM",Wilbertyst,2,-,1,3,-
600,"May 14, 1990 06:00 PM",Westwoodno,3,-,1,5,-
601,"Aug 9, 1990 09:18 AM",Kelloggave,2,-,1,2,-
602,"Aug 11, 1990 06:06 PM",Riverroad,2,-,2,2,-
603,"Jul 18, 1990 00:50 AM",3240spring,1,1,1,2,-
604,"Jul 21, 1990 00:15 AM",Saffinav,1,-,1,1,-
605,"May 30, 1990 03:45 PM",Westwoodav,1,-,1,2,-
606,"Oct 14, 1990 10:44 AM",Dalyroad,2,-,1,2,-
607,"Dec 25, 1990 01:49 PM",I75,1,-,1,2,-
608,"Jun 8, 1990 02:55 AM",Hillside,1,-,1,2,-
609,"Aug 20, 1990 09:58 PM",Springgrov,2,1,1,9,-
610,"Oct 26, 1990 02:40 PM",Glenarmand,1,-,1,1,-
611,"Jan 14, 1989 09:20 AM",260fairbks,2,-,1,3,-
612,"Feb 14, 1989 08:00 AM",2701nbend,1,-,1,2,-
613,"Mar 4, 1989 08:37 AM",4046victor,1,1,1,1,-
614,"Apr 13, 1989 05:38 AM",7127river,2,1,1,2,-
615,"Apr 15, 1989 02:51 AM",I471,1,1,1,1,-
616,"Apr 15, 1989 07:58 PM",Easternave,1,-,1,2,-
617,"May 7, 1989 03:10 AM",Beechmont,2,-,1,3,-
618,"May 14, 1989 01:05 AM",5101kellog,1,1,3,5,-
619,"May 16, 1989 09:00 PM",5359hamilt,2,-,1,3,-
620,"May 19, 1989 05:23 AM",Kingsrunrd,1,-,1,1,-
621,"May 27, 1989 07:35 PM",Paddockrd,1,1,1,2,-
622,"May 30, 1989 10:13 PM",I75,1,-,1,2,-
623,"Jul 18, 1989 03:55 PM",I71,1,-,1,1,-
624,"Jul 25, 1989 09:54 PM",Warsaw,1,-,1,3,-
625,"Aug 16, 1989 05:29 AM",Westwood,1,-,1,2,-
626,"Nov 30, 1989 01:20 PM",Easternave,1,-,1,1,-
627,"Oct 2, 1989 07:15 AM",Kelloggave,2,-,1,3,-
628,"Oct 1, 1989 05:35 PM",Warsawaven,2,-,2,3,-
629,"Dec 29, 1989 02:45 AM",I75,2,-,1,2,-
630,"Dec 30, 1989 00:45 AM",Hamiltonav,2,1,1,3,-
631,"Oct 2, 1989 06:13 AM",Martinluth,1,-,1,2,-
632,"Oct 22, 1989 07:00 AM",Springgrov,1,-,1,1,-
633,"Dec 3, 1989 08:48 PM",Queencitya,2,1,2,4,-
634,"Sep 12, 1989 11:55 AM",Losantivil,1,-,1,1,-
635,"Oct 15, 1989 02:33 AM",Vinestreet,1,1,1,2,-
636,"Dec 20, 1989 02:15 AM",Williamhow,1,-,1,1,-
637,"Dec 22, 1989 07:50 PM",Springgrov,1,1,1,1,-
638,"Jul 13, 1989 02:35 AM",I75,1,-,1,1,-
639,"Feb 23, 1989 06:22 AM",Dalyroad,3,-,1,4,-
640,"Jan 7, 1988 04:25 PM",1717readin,1,-,1,2,-
641,"Jan 16, 1988 00:05 AM",1800easter,1,1,1,1,-
642,"Jan 17, 1988 07:15 PM",75nb,2,-,1,3,-
643,"Jan 20, 1988 08:39 PM",2130fulton,1,-,1,2,-
644,"Feb 11, 1988 07:30 PM",1699westwd,1,-,1,3,-
645,"Feb 15, 1988 08:30 PM",Sb75,1,1,1,3,-
646,"Mar 25, 1988 09:55 PM",Eb74,1,1,1,1,-
647,"Mar 24, 1988 09:00 PM",Grandave,2,-,1,2,-
648,"Mar 29, 1988 10:05 PM",Sb75,1,-,1,2,-
649,"Apr 5, 1988 01:52 PM",333oreadin,1,-,1,2,-
650,"Apr 9, 1988 09:30 PM",Madisonrd,3,-,1,5,-
651,"Apr 19, 1988 05:25 PM",546forest,1,-,1,2,-
652,"Apr 26, 1988 06:15 PM",1655easter,2,2,1,3,-
653,"May 6, 1988 02:20 PM",1845duck,2,-,1,2,-
654,"May 10, 1988 07:38 PM",320w7thst,2,-,1,4,-
655,"Apr 30, 1988 09:20 AM",2215bright,1,-,1,1,-
656,"May 11, 1988 05:50 PM",Calhounst,2,-,1,2,-
657,"May 13, 1988 02:55 PM",268fairban,3,-,1,4,-
658,"May 14, 1988 02:50 PM",2133centra,1,-,1,1,-
659,"May 28, 1988 03:25 PM",2225quebec,1,-,1,2,-
660,"Jul 12, 1988 12:05 AM",268wnbend,1,-,1,2,-
661,"Jul 10, 1988 05:25 PM",75sb,1,-,1,1,-
662,"Jul 25, 1988 02:09 PM",Wgalbraith,2,-,1,5,-
663,"Jul 25, 1988 06:10 AM",S75,2,-,1,2,-
664,"Jul 16, 1988 10:30 PM",2727clifto,1,-,1,3,-
665,"Aug 3, 1988 10:55 PM",Broadway,1,-,1,5,-
666,"Aug 15, 1988 10:05 PM",2495boudin,2,1,1,4,-
667,"Aug 21, 1988 11:40 PM",4000columb,2,-,1,2,-
668,"May 8, 1988 01:42 AM",7779anthon,1,1,1,1,-
669,"Sep 5, 1988 00:19 AM",4911winnes,2,-,1,3,-
670,"Oct 2, 1988 05:20 PM",1579montan,1,1,1,2,-
671,"Jul 24, 1988 05:40 PM",7821reedin,1,-,1,2,-
672,"Dec 3, 1988 03:15 PM",2206quebec,1,-,1,2,-
673,"Dec 23, 1988 02:55 AM",4446colera,1,-,1,1,-
674,"Dec 16, 1988 07:20 AM",Hamilton,1,-,1,2,-
675,"Feb 3, 1987 06:35 PM",Nbendroad,1,-,1,3,-
676,"Apr 4, 1987 03:00 PM",Centralpky,1,1,1,3,-
677,"May 2, 1987 07:50 AM",Colerain,2,-,1,3,-
678,"May 15, 1987 08:22 PM",570rosemon,1,-,1,2,-
679,"May 19, 1987 03:15 PM",Riverroad,2,-,1,2,-
680,"Jun 6, 1987 03:46 PM",561,1,-,1,2,-
681,"Jun 6, 1987 01:58 PM",Colerain,1,-,1,3,-
682,"Jun 9, 1987 11:30 AM",75nb,2,-,2,3,-
683,"Jun 14, 1987 01:35 AM",3449chevio,1,-,1,2,-
684,"Jun 24, 1987 00:56 AM",2750centra,1,1,1,1,-
685,"Jul 29, 1987 01:14 AM",4667colera,1,1,1,1,-
686,"Aug 14, 1987 10:30 PM",2629harris,1,-,1,4,-
687,"Aug 16, 1987 01:30 PM",2135readin,1,-,1,2,-
688,"Aug 17, 1987 11:37 AM",1602mainst,1,-,1,2,-
689,"Sep 1, 1987 10:09 AM",75nbramp,1,-,1,1,-
690,"Sep 15, 1987 01:40 AM",Nb71,1,1,1,2,-
691,"Aug 28, 1987 06:20 PM",7417readin,1,-,1,2,-
692,"Oct 1, 1987 10:45 PM",Columbia,1,1,1,1,-
693,"Aug 22, 1987 11:05 PM",0bservator,2,2,1,4,-
694,"Nov 22, 1987 00:55 AM",74,1,-,1,3,-
695,"Oct 6, 1987 12:55 AM",Colerain,2,-,1,3,-
696,"Oct 10, 1987 06:20 PM",Victorypk,2,1,1,2,-
697,"Oct 19, 1987 06:40 AM",Centerhill,2,-,1,2,-
698,"Nov 2, 1987 05:27 PM",Tennessee,1,-,1,4,-
699,"Nov 16, 1987 06:05 PM",75nb,2,-,1,3,-
700,"Nov 27, 1987 10:20 PM",Columbiapk,2,-,1,4,-
701,"Dec 8, 1987 02:48 AM",2022queen,2,1,1,2,-
702,"Dec 8, 1987 11:50 AM",5400hamilt,1,-,1,1,-
703,"Dec 11, 1987 03:25 AM",1800easter,1,1,1,2,-
704,"Dec 19, 1987 04:50 PM",3999beechm,2,-,1,5,-
705,"Jan 17, 1986 02:05 AM",74eb,1,1,1,1,-
706,"Jan 15, 1986 12:02 AM",2025madiso,1,-,1,2,-
707,"Jan 5, 1986 11:35 PM",1674chase,1,1,1,1,-
708,"Mar 20, 1986 12:07 AM",75nb,2,-,1,2,-
709,"Feb 16, 1986 03:15 AM",75south,1,-,1,2,-
710,"Feb 16, 1986 10:40 PM",4538kirby,2,1,1,3,-
711,"Feb 17, 1986 05:35 PM",777dutchco,2,1,1,4,-
712,"Feb 20, 1986 11:45 PM",Baltimore,1,1,1,4,-
713,"Feb 23, 1986 11:55 PM",6060center,1,1,1,1,-
714,"Apr 1, 1986 08:30 PM",640w6thst,1,1,1,1,-
715,"Apr 2, 1986 10:10 PM",939stateav,1,1,1,2,-
716,"Jun 14, 1986 02:45 AM",Victorypky,1,1,1,1,-
717,"Jun 20, 1986 04:55 PM",Easternave,1,-,1,2,-
718,"Jul 1, 1986 06:10 AM",Sb71ramp,1,-,1,1,-
719,"Jul 1, 1986 05:27 PM",18boltwood,1,-,1,2,-
720,"Jun 27, 1986 06:40 AM",Sb71,2,-,1,3,-
721,"Jul 22, 1986 07:20 PM",Mchenryave,1,-,1,2,-
722,"Aug 2, 1986 05:00 AM",3577heekin,1,-,1,1,-
723,"Sep 24, 1986 06:40 AM",2901queen,1,-,1,2,-
724,"Sep 27, 1986 03:10 AM",75sb,1,1,1,2,-
725,"Sep 28, 1986 01:00 AM",Colerain,1,-,1,1,-
726,"Sep 10, 1986 07:30 PM",N75,1,-,1,1,-
727,"Aug 24, 1986 02:49 AM",6301ridge,1,1,1,2,-
728,"Sep 16, 1986 08:06 AM",9150spring,1,-,1,4,-
729,"Sep 27, 1986 05:28 PM",3591linwoo,2,-,2,5,-
730,"Oct 3, 1986 09:30 AM",Montanaave,2,-,1,2,-
731,"Oct 5, 1986 12:45 AM",5400glenwa,1,-,1,1,-
732,"Oct 27, 1986 08:13 AM",2387montan,1,-,1,1,-
733,"Nov 15, 1986 05:00 PM",2275kiplin,1,-,1,1,-
734,"Nov 1, 1986 01:47 AM",Nb75,1,1,1,2,-
735,"Nov 5, 1986 07:11 PM",Nb75,1,1,3,7,-
736,"Nov 1, 1986 04:25 PM",East6thst,1,-,1,2,-
737,"Feb 14, 1985 10:40 PM",Springgrov,2,1,1,4,-
738,"Feb 15, 1985 10:20 PM",Reading Rd,1,1,1,2,-
739,"Feb 16, 1985 09:35 PM",River Road,2,-,1,7,-
740,"Feb 9, 1985 12:20 AM",Terrace,3,-,1,5,-
741,"Mar 24, 1985 01:45 AM",745 Delta,1,1,1,2,-
742,"Mar 28, 1985 11:38 PM",6612bantry,1,-,1,1,-
743,"Apr 20, 1985 02:00 AM",Glenway,1,-,1,2,-
744,"Mar 22, 1985 03:40 PM",3694 Vine,1,-,1,2,-
745,"Apr 23, 1985 01:14 PM",Red Bank,3,-,1,3,-
746,"Apr 18, 1985 00:30 AM",8312 Burns,1,1,1,1,-
747,"Apr 27, 1985 11:04 PM",75 South,2,1,1,2,-
748,"May 25, 1985 03:41 PM",York St,1,-,1,2,-
749,"Jun 1, 1985 11:22 PM",74 Wb,1,-,1,1,-
750,"Jul 5, 1985 00:05 AM",Southside,1,1,1,3,-
751,"Jul 6, 1985 00:35 AM",Langdonfar,2,1,1,3,-
752,"May 25, 1985 00:30 AM",Kelloggave,1,1,2,5,-
753,"Aug 17, 1985 06:00 PM",Lafayette,1,-,1,2,-
754,"Aug 21, 1985 02:25 AM",5845kellog,1,1,1,3,-
755,"Aug 22, 1985 02:17 AM",430kingsru,1,-,1,1,-
756,"Oct 5, 1985 01:05 AM",260 Wilmer,2,2,2,4,-
757,"Oct 7, 1985 06:15 AM",Westwood N,1,1,1,1,-
758,"Oct 11, 1985 10:40 PM",Guerley Rd,2,1,1,3,-
759,"Oct 30, 1985 02:10 AM",4851river,1,-,1,2,-
760,"Nov 5, 1985 11:02 AM",Erieavenue,2,-,1,2,-
761,"Oct 18, 1985 11:00 PM",1100ludlow,4,1,1,17,-
762,"Dec 24, 1985 12:30 AM",3691erie,2,-,1,3,-
763,"Dec 24, 1985 02:40 AM",4820river,1,1,1,1,-
764,"Dec 31, 1985 11:45 PM",2499elberd,1,1,1,6,-
765,"Dec 1, 1985 03:25 AM",71s,2,1,3,5,-
766,"Sep 29, 1985 09:27 AM",3100burnet,2,-,1,11,-
767,"Jun 1, 1985 09:30 PM",6467dalyrd,1,-,1,2,-
768,"Oct 11, 1985 04:40 PM",148forest,1,-,1,1,-
769,"Nov 1, 1985 07:36 AM",Fergusonrd,1,-,1,2,-
770,"Jan 6, 1984 02:20 PM",W Court,1,-,1,2,-
771,"Jan 10, 1984 10:20 AM",75s,3,-,1,4,-
772,"Feb 17, 1984 04:58 PM",Beechmont,3,1,1,3,-
773,"Feb 23, 1984 11:45 AM",Edwards Rd,1,-,1,2,-
774,"Mar 2, 1984 06:50 PM",Elberon,1,1,1,2,-
